clockModel rep method tmrca
scenario3 rep040 wlogdate 3.612665776040444
scenario3 rep041 wlogdate -399.7164770070751
scenario3 rep042 wlogdate -3.8274237395200146
scenario3 rep043 wlogdate 2.567198413257188
scenario3 rep044 wlogdate -49.943581742141305
scenario3 rep045 wlogdate -60.89797038264794
scenario3 rep046 wlogdate -26.257929100197998
scenario3 rep047 wlogdate -10.087312450504783
scenario3 rep048 wlogdate -8.946629332964932
scenario3 rep049 wlogdate -60.0711033740817
scenario3 rep050 wlogdate -4.4227147707269125
scenario3 rep051 wlogdate -211.8618748439983
scenario3 rep052 wlogdate -31.669505193827177
scenario3 rep053 wlogdate -26.138949506609663
scenario3 rep054 wlogdate -3.223124544271826
scenario3 rep055 wlogdate -0.26422990016232006
scenario3 rep056 wlogdate -22.879681899790228
scenario3 rep057 wlogdate -3.380360841799501
scenario3 rep058 wlogdate -7.422054659671147
scenario3 rep059 wlogdate -3.3080120702408067
scenario3 rep060 wlogdate -84.72223316549048
scenario3 rep061 wlogdate -46.40256245368482
scenario3 rep062 wlogdate 5.179855111984409
scenario3 rep063 wlogdate -16.223914199350304
scenario3 rep064 wlogdate -15.035547566253655
scenario3 rep065 wlogdate -16.234470846603415
scenario3 rep066 wlogdate -74.29494812551448
scenario3 rep067 wlogdate 1.9904752677634008
scenario3 rep068 wlogdate -72.77545323114666
scenario3 rep069 wlogdate -112.43153304779088
scenario3 rep070 wlogdate 3.3176695851799423
scenario3 rep071 wlogdate 8.01158692308212
scenario3 rep072 wlogdate -86.02851988567375
scenario3 rep073 wlogdate -8.467314886178201
scenario3 rep074 wlogdate -94.28442557949384
scenario3 rep075 wlogdate -9.43133295033789
scenario3 rep076 wlogdate -59.79863086529278
scenario3 rep077 wlogdate -106.46412098358451
scenario3 rep078 wlogdate -5.659860538338876
scenario3 rep079 wlogdate -14.06869670195718
scenario3 rep080 wlogdate 1.1481294470053172
scenario3 rep081 wlogdate -30.159455620428446
scenario3 rep082 wlogdate 1.488510417381491
scenario3 rep083 wlogdate -15.011465196838515
scenario3 rep084 wlogdate -42.64912937882366
scenario3 rep085 wlogdate -40.77416002150804
scenario3 rep086 wlogdate -58.964381866395684
scenario3 rep087 wlogdate 2.055362679440691
scenario3 rep088 wlogdate -26.169611458152474
scenario3 rep089 wlogdate -5.917712513416177
scenario3 rep090 wlogdate -84.22784479192754
scenario3 rep091 wlogdate -13.630698657485368
scenario3 rep092 wlogdate -11.159420229013051
scenario3 rep093 wlogdate 3.6382311209490013
scenario3 rep094 wlogdate 1.891463229095251
scenario3 rep095 wlogdate -47.94542398480169
scenario3 rep096 wlogdate 1.81839065243841
scenario3 rep097 wlogdate -22.80051009645402
scenario3 rep098 wlogdate -85.24789723673885
scenario3 rep099 wlogdate -6.544694950255007
scenario3 rep100 wlogdate -8.889540927255183
scenario4 rep001 wlogdate 0.4713257294681057
scenario4 rep002 wlogdate -35.55257891983047
scenario4 rep003 wlogdate -8.874981417867133
scenario4 rep004 wlogdate -13.871330091293771
scenario4 rep005 wlogdate 1.414741350284288
scenario4 rep006 wlogdate -0.8808179960709026
scenario4 rep007 wlogdate -56.78897822157785
scenario4 rep008 wlogdate -34.56413966621869
scenario4 rep009 wlogdate -69.90150935576523
scenario4 rep010 wlogdate -2.839677374953766
scenario4 rep011 wlogdate 0.7591387355643633
scenario4 rep012 wlogdate 1.9226515260127428
scenario4 rep013 wlogdate -7.289814004415405
scenario4 rep014 wlogdate 7.1500900962246305
scenario4 rep015 wlogdate -21.61113411958533
scenario4 rep016 wlogdate -19.40683357595387
scenario4 rep017 wlogdate -12.200609386000139
scenario4 rep018 wlogdate -6.904264579013926
scenario4 rep019 wlogdate -1.25100788613247
scenario4 rep020 wlogdate -26.32311119129679
scenario4 rep021 wlogdate 7.921073141446868
scenario4 rep022 wlogdate -22.181115361961446
scenario4 rep023 wlogdate -26.061764499436492
scenario4 rep024 wlogdate -12.718234990956518
scenario4 rep025 wlogdate -25.76499475712214
scenario4 rep026 wlogdate -14.61544819377329
scenario4 rep027 wlogdate -15.91503609285462
scenario4 rep028 wlogdate -4.662079705816041
scenario4 rep029 wlogdate -4.423896340933055
scenario4 rep030 wlogdate -2.7569717038430213
scenario4 rep031 wlogdate -26.112548672259862
scenario4 rep032 wlogdate -83.99669040464028
scenario4 rep033 wlogdate 3.9979400608317803
scenario4 rep034 wlogdate -105.24244905974831
scenario4 rep035 wlogdate -4.0192335062697
scenario4 rep036 wlogdate -114.83214484347062
scenario4 rep037 wlogdate -53.91967822541585
scenario4 rep038 wlogdate -28.605839082615432
scenario4 rep039 wlogdate -131.37626693780345
scenario4 rep040 wlogdate -47.759090976636685
scenario4 rep041 wlogdate 5.584760324180365
scenario4 rep042 wlogdate -109.36851244472717
scenario4 rep043 wlogdate -24.084892243940146
scenario4 rep044 wlogdate -40.35202775565273
scenario4 rep045 wlogdate -80.47690687482051
scenario4 rep046 wlogdate -1.5545159002821265
scenario4 rep047 wlogdate -32.35577280629846
scenario4 rep048 wlogdate 5.566240095274907
scenario4 rep049 wlogdate -46.01564481263918
scenario4 rep050 wlogdate 0.28636626430349565
scenario4 rep051 wlogdate -21.47259870573697
scenario4 rep052 wlogdate 5.104886435572865
scenario4 rep053 wlogdate -11.74466004617912
scenario4 rep054 wlogdate -0.8827755027435842
scenario4 rep055 wlogdate -63.9501514629616
scenario4 rep056 wlogdate 1.5438814401125
scenario4 rep057 wlogdate -0.8866792808335902
scenario4 rep058 wlogdate -28.325019814794757
scenario4 rep059 wlogdate -2.9708965074458433
scenario4 rep060 wlogdate -56.11018499207398
scenario4 rep061 wlogdate -18.175189346581476
scenario4 rep062 wlogdate -17.87204638068627
scenario4 rep063 wlogdate -10.36370137786659
scenario4 rep064 wlogdate -3.3107287643693155
scenario4 rep065 wlogdate -123.55587230721267
scenario4 rep066 wlogdate 5.094068014196239
scenario4 rep067 wlogdate -12.557584798888229
scenario4 rep068 wlogdate -17.512629125033442
scenario4 rep069 wlogdate 5.011085860217463
scenario4 rep070 wlogdate -2.6379341409588903
scenario4 rep071 wlogdate 1.949678830229459
scenario4 rep072 wlogdate -103.37854677676779
scenario4 rep073 wlogdate -2.596426368310091
scenario4 rep074 wlogdate -9.43026165648368
scenario4 rep075 wlogdate 0.042053553682052325
scenario4 rep076 wlogdate -10.212619734076412
scenario4 rep077 wlogdate -12.074114625104272
scenario4 rep078 wlogdate -73.0066312890502
scenario4 rep079 wlogdate -26.746461533646936
scenario4 rep080 wlogdate -9.43273979567445
scenario4 rep081 wlogdate -82.27926816995202
scenario4 rep082 wlogdate -1.056563869881984
scenario4 rep083 wlogdate 1.7776304933180143
scenario4 rep084 wlogdate -21.502141182679253
scenario4 rep085 wlogdate -121.50631316755823
scenario4 rep086 wlogdate -12.25780383921935
scenario4 rep087 wlogdate -54.97546391269299
scenario4 rep088 wlogdate -34.78524124868272
scenario4 rep089 wlogdate -26.315290866595262
scenario4 rep090 wlogdate -51.96767102797895
scenario4 rep091 wlogdate 4.796815401581199
scenario4 rep092 wlogdate -121.82824454848617
scenario4 rep093 wlogdate -12.156229414088926
scenario4 rep094 wlogdate -0.8260097529662005
scenario4 rep095 wlogdate -107.1653845650983
scenario4 rep096 wlogdate -26.65738719700869
scenario4 rep097 wlogdate 7.71140360510239
scenario4 rep098 wlogdate -62.50226946190497
scenario4 rep099 wlogdate 6.301213589636575
scenario4 rep100 wlogdate -35.51645798661221
scenario5 rep001 wlogdate -81.82168090459237
scenario5 rep002 wlogdate -8.741528934850948
scenario5 rep003 wlogdate -28.170126471269754
scenario5 rep004 wlogdate -4.5035722453341975
scenario5 rep005 wlogdate -7.668770051831871
scenario5 rep006 wlogdate -5.783586778356039
scenario5 rep007 wlogdate -6.598713309735672
scenario5 rep008 wlogdate -34.983483339442245
scenario5 rep009 wlogdate -8.54806736343295
scenario5 rep010 wlogdate -22.167904957996342
scenario5 rep011 wlogdate -27.964976758676727
scenario5 rep012 wlogdate -7.255639350675665
scenario5 rep013 wlogdate -19.446943179467837
scenario5 rep014 wlogdate -26.061210769796162
scenario5 rep015 wlogdate -30.59613625154455
scenario5 rep016 wlogdate -29.13929957453618
scenario5 rep017 wlogdate -124.6939041060366
scenario5 rep018 wlogdate -0.674454002494997
scenario5 rep019 wlogdate -3.369571587269064
scenario5 rep020 wlogdate -30.429469271436574
scenario5 rep021 wlogdate -48.97803676853414
scenario5 rep022 wlogdate -45.44534159763782
scenario5 rep023 wlogdate -2.855964912269201
scenario5 rep024 wlogdate 0.1751635387291799
scenario5 rep025 wlogdate -8.021489386953249
scenario5 rep026 wlogdate -12.073271100715488
scenario5 rep027 wlogdate -65.73643889983148
scenario5 rep028 wlogdate -44.712274894513826
scenario5 rep029 wlogdate 7.346563387591431
scenario5 rep030 wlogdate -83.2597333894204
scenario5 rep031 wlogdate -98.98846288557417
scenario5 rep032 wlogdate -9.408989053155693
scenario5 rep033 wlogdate -14.594854715758288
scenario5 rep034 wlogdate -26.290515263112184
scenario5 rep035 wlogdate -3.5226907964765815
scenario5 rep036 wlogdate -92.96782677490464
scenario5 rep037 wlogdate 4.567695290880323
scenario5 rep038 wlogdate -87.80345670582025
scenario5 rep039 wlogdate -125.93765761949226
scenario5 rep040 wlogdate -0.14909959109976967
scenario5 rep041 wlogdate 3.3943244140529316
scenario5 rep042 wlogdate -47.84099704605188
scenario5 rep043 wlogdate -7.220376204472842
scenario5 rep044 wlogdate -0.6673927747161201
scenario5 rep045 wlogdate -3.4582164733727723
scenario5 rep046 wlogdate -8.599305337313695
scenario5 rep047 wlogdate -30.15441452294786
scenario5 rep048 wlogdate -159.1537494154697
scenario5 rep049 wlogdate -4.058067016819621
scenario5 rep050 wlogdate -24.460541670008354
scenario5 rep051 wlogdate 5.154605575465553
scenario5 rep052 wlogdate -76.23873398579244
scenario5 rep053 wlogdate -10.914401901694845
scenario5 rep054 wlogdate -109.56788456376603
scenario5 rep055 wlogdate -21.23175082625562
scenario5 rep056 wlogdate -7.846148438542372
scenario5 rep057 wlogdate -49.01483578926141
scenario5 rep058 wlogdate 3.9994312266654504
scenario5 rep059 wlogdate -4.049343769103842
scenario5 rep060 wlogdate -1.046803696224913
scenario5 rep061 wlogdate -10.754249459255277
scenario5 rep062 wlogdate -102.416413922683
scenario5 rep063 wlogdate -11.177591297432116
scenario5 rep064 wlogdate -8.442504702255633
scenario5 rep065 wlogdate -1.8088610465954673
scenario5 rep066 wlogdate -127.50435712151324
scenario5 rep067 wlogdate -100.29586856720206
scenario5 rep068 wlogdate 1.7388442036639162
scenario5 rep069 wlogdate -243.549799445718
scenario5 rep070 wlogdate -65.6206330858293
scenario5 rep071 wlogdate -7.234969081276205
scenario5 rep072 wlogdate -11.284060047530772
scenario5 rep073 wlogdate 4.170704700625095
scenario5 rep074 wlogdate -79.02889044386865
scenario5 rep075 wlogdate 5.3351312495266825
scenario5 rep076 wlogdate -2.0326268574760604
scenario5 rep077 wlogdate -14.72766924775263
scenario5 rep078 wlogdate -362.3184685330745
scenario5 rep079 wlogdate 3.839084112549642
scenario5 rep080 wlogdate -7.469742419566188
scenario5 rep081 wlogdate 1.3313199703270584
scenario5 rep082 wlogdate -75.98747847502463
scenario5 rep083 wlogdate -2.540873616279896
scenario5 rep084 wlogdate -83.51497493228172
scenario5 rep085 wlogdate -18.418198571635713
scenario5 rep086 wlogdate -172.82701546328207
scenario5 rep087 wlogdate 3.460512558759916
scenario5 rep088 wlogdate -251.23741918292455
scenario5 rep089 wlogdate -2.088990143942368
scenario5 rep090 wlogdate -74.28782073645812
scenario5 rep091 wlogdate -0.7379392321949751
scenario5 rep092 wlogdate -16.203521896234975
scenario5 rep093 wlogdate -67.71015580539796
scenario5 rep094 wlogdate -3.254969572969344
scenario5 rep095 wlogdate -18.646765207659627
scenario5 rep096 wlogdate 7.0576055404972635
scenario5 rep097 wlogdate -24.769853966387757
scenario5 rep098 wlogdate 4.984510396793695
scenario5 rep099 wlogdate -50.904635988210856
scenario5 rep100 wlogdate -31.577665353455757
scenario1 rep001 reltime 9.405358199999995
scenario1 rep002 reltime 9.028784400000006
scenario1 rep003 reltime 6.386892999999986
scenario1 rep004 reltime 13.499995999999996
scenario1 rep005 reltime 5.363662500000004
scenario1 rep006 reltime 3.8573676000000034
scenario1 rep007 reltime 5.943407000000008
scenario1 rep008 reltime 7.111725199999995
scenario1 rep009 reltime 9.94022910000001
scenario1 rep010 reltime 9.29148810000001
scenario1 rep011 reltime 13.499995999999996
scenario1 rep012 reltime 4.888881199999986
scenario1 rep013 reltime 3.5024758000000134
scenario1 rep014 reltime 7.272184699999997
scenario1 rep015 reltime 13.499995999999996
scenario1 rep016 reltime 7.284578799999991
scenario1 rep017 reltime 13.499995999999996
scenario1 rep018 reltime 6.654759799999994
scenario1 rep019 reltime 10.952255000000008
scenario1 rep020 reltime 8.105404499999992
scenario1 rep021 reltime 6.950254000000001
scenario1 rep022 reltime 8.238776599999994
scenario1 rep023 reltime 13.499995999999996
scenario1 rep024 reltime 13.499995999999996
scenario1 rep025 reltime 1.6271027999999887
scenario1 rep026 reltime 3.710869500000001
scenario1 rep027 reltime 5.2456736999999976
scenario1 rep028 reltime 10.965637200000003
scenario1 rep029 reltime -4.469724200000002
scenario1 rep030 reltime 8.054790499999996
scenario1 rep031 reltime 13.499995999999996
scenario1 rep032 reltime 13.499995999999996
scenario1 rep033 reltime -8.056187899999998
scenario1 rep034 reltime 13.499995999999996
scenario1 rep035 reltime 4.178720599999991
scenario1 rep036 reltime -2.3062705000000108
scenario1 rep037 reltime 2.193049000000002
scenario1 rep038 reltime 13.499995999999996
scenario1 rep039 reltime 5.6474488000000065
scenario1 rep040 reltime 5.2003038
scenario1 rep041 reltime 12.9959719
scenario1 rep042 reltime 9.209766000000002
scenario1 rep043 reltime 8.167861799999997
scenario1 rep044 reltime 13.499995999999996
scenario1 rep045 reltime 7.509668699999992
scenario1 rep046 reltime 10.288277700000009
scenario1 rep047 reltime 9.415387699999997
scenario1 rep048 reltime 7.269961899999998
scenario1 rep049 reltime 9.077020199999993
scenario1 rep050 reltime 13.499995999999996
scenario1 rep051 reltime 6.5347479000000135
scenario1 rep052 reltime 8.97754599999999
scenario1 rep053 reltime 13.499995999999996
scenario1 rep054 reltime -6.102985999999987
scenario1 rep055 reltime 13.499995999999996
scenario1 rep056 reltime 10.296001899999993
scenario1 rep057 reltime 8.273651900000004
scenario1 rep058 reltime 5.9256301000000065
scenario1 rep059 reltime 13.499995999999996
scenario1 rep060 reltime 3.0256465999999875
scenario1 rep061 reltime 13.499995999999996
scenario1 rep062 reltime 7.736963900000006
scenario1 rep063 reltime 8.503582200000011
scenario1 rep064 reltime 9.831033899999994
scenario1 rep065 reltime 7.723353099999997
scenario1 rep066 reltime 1.9430078999999978
scenario1 rep067 reltime 13.499995999999996
scenario1 rep068 reltime 7.343947100000008
scenario1 rep069 reltime 10.619809199999992
scenario1 rep070 reltime 8.582452100000012
scenario1 rep071 reltime 8.63985790000001
scenario1 rep072 reltime 3.141614099999998
scenario1 rep073 reltime 5.296902299999999
scenario1 rep074 reltime 3.440352499999989
scenario1 rep075 reltime 2.381011099999995
scenario1 rep076 reltime 7.8583480000000066
scenario1 rep077 reltime 7.595668499999988
scenario1 rep078 reltime 13.499995999999996
scenario1 rep079 reltime 9.986747000000008
scenario1 rep080 reltime 0.321367500000008
scenario1 rep081 reltime 3.5921519000000046
scenario1 rep082 reltime 6.935429199999987
scenario1 rep083 reltime 6.182212700000008
scenario1 rep084 reltime 7.526158400000014
scenario1 rep085 reltime 13.499995999999996
scenario1 rep086 reltime -3.751327500000002
scenario1 rep087 reltime 10.283599699999996
scenario1 rep088 reltime 4.081875200000013
scenario1 rep089 reltime 7.643518499999999
scenario1 rep090 reltime 9.461805700000014
scenario1 rep091 reltime 10.949649599999987
scenario1 rep092 reltime 9.630498700000004
scenario1 rep093 reltime 13.499995999999996
scenario1 rep094 reltime 8.737324400000006
scenario1 rep095 reltime 2.6655614000000014
scenario1 rep096 reltime 6.918652900000012
scenario1 rep097 reltime -0.07955599999999663
scenario1 rep098 reltime 13.499995999999996
scenario1 rep099 reltime 4.551347300000003
scenario1 rep100 reltime 13.499995999999996
scenario2 rep001 reltime 11.721930600000007
scenario2 rep002 reltime 8.597236100000003
scenario2 rep003 reltime 13.499995999999996
scenario2 rep004 reltime 8.38879639999999
scenario2 rep005 reltime 12.160713599999994
scenario2 rep006 reltime 9.584731900000008
scenario2 rep007 reltime 2.2597048000000086
scenario2 rep008 reltime 10.803295100000014
scenario2 rep009 reltime 13.499995999999996
scenario2 rep010 reltime 11.608007299999997
scenario2 rep011 reltime 7.188641600000011
scenario2 rep012 reltime 7.455292200000002
scenario2 rep013 reltime 7.115980699999994
scenario2 rep014 reltime 13.499995999999996
scenario2 rep015 reltime 11.521453699999995
scenario2 rep016 reltime 13.499995999999996
scenario2 rep017 reltime 9.0828846
scenario2 rep018 reltime 9.566879499999999
scenario2 rep019 reltime 13.499995999999996
scenario2 rep020 reltime 12.306481199999993
scenario2 rep021 reltime 4.247217199999994
scenario2 rep022 reltime 13.499995999999996
scenario2 rep023 reltime 8.12102440000001
scenario2 rep024 reltime 13.499995999999996
scenario2 rep025 reltime 10.808990099999988
scenario2 rep026 reltime 8.554467200000005
scenario2 rep027 reltime 13.499995999999996
scenario2 rep028 reltime 13.499995999999996
scenario2 rep029 reltime 9.628880199999998
scenario2 rep030 reltime 5.472792900000002
scenario2 rep031 reltime 10.115367899999995
scenario2 rep032 reltime 6.809004600000009
scenario2 rep033 reltime 9.867617899999999
scenario2 rep034 reltime 1.6618291999999997
scenario2 rep035 reltime 13.499995999999996
scenario2 rep036 reltime 13.499995999999996
scenario2 rep037 reltime -3.3839306000000136
scenario2 rep038 reltime 9.552307299999995
scenario2 rep039 reltime 9.036150899999996
scenario2 rep040 reltime 10.528209199999992
scenario2 rep041 reltime 10.416619800000007
scenario2 rep042 reltime 9.187623000000002
scenario2 rep043 reltime 9.107776000000001
scenario2 rep044 reltime 11.834251200000011
scenario2 rep045 reltime 10.672193800000002
scenario2 rep046 reltime 6.824987899999996
scenario2 rep047 reltime 2.0223951000000113
scenario2 rep048 reltime 11.797078699999986
scenario2 rep049 reltime 8.797328499999992
scenario2 rep050 reltime 10.65725230000001
scenario2 rep051 reltime 7.0171742999999935
scenario2 rep052 reltime 13.499995999999996
scenario2 rep053 reltime 8.781617399999988
scenario2 rep054 reltime 10.744908500000008
scenario2 rep055 reltime 13.499995999999996
scenario2 rep056 reltime 11.410338999999993
scenario2 rep057 reltime 10.29312010000001
scenario2 rep058 reltime 13.499995999999996
scenario2 rep059 reltime 13.499995999999996
scenario2 rep060 reltime 9.610533299999986
scenario2 rep061 reltime 8.436080500000003
scenario2 rep062 reltime 13.499995999999996
scenario2 rep063 reltime 6.8932863
scenario2 rep064 reltime 13.499995999999996
scenario2 rep065 reltime 9.198891000000003
scenario2 rep066 reltime 7.692035199999992
scenario2 rep067 reltime 9.655263100000013
scenario2 rep068 reltime 13.499995999999996
scenario2 rep069 reltime 8.916945599999991
scenario2 rep070 reltime 8.593694099999993
scenario2 rep071 reltime 9.500580799999994
scenario2 rep072 reltime 12.030242099999995
scenario2 rep073 reltime 13.499995999999996
scenario2 rep074 reltime 13.499995999999996
scenario2 rep075 reltime 13.499995999999996
scenario2 rep076 reltime 11.878266300000007
scenario2 rep077 reltime 5.596796100000006
scenario2 rep078 reltime 6.134135299999997
scenario2 rep079 reltime 12.135029099999997
scenario2 rep080 reltime 13.499995999999996
scenario2 rep081 reltime 11.191078000000005
scenario2 rep082 reltime 12.696378100000004
scenario2 rep083 reltime 11.5486559
scenario2 rep084 reltime 13.499995999999996
scenario2 rep085 reltime 8.322073399999994
scenario2 rep086 reltime 3.1851839999999925
scenario2 rep087 reltime 11.973613499999999
scenario2 rep088 reltime 4.535325900000004
scenario2 rep089 reltime 13.499995999999996
scenario2 rep090 reltime 11.573990699999996
scenario2 rep091 reltime 6.8631388000000015
scenario2 rep092 reltime 6.7912760000000105
scenario2 rep093 reltime 10.65105969999999
scenario2 rep094 reltime 13.499995999999996
scenario2 rep095 reltime 8.263814499999995
scenario2 rep096 reltime 5.43123270000001
scenario2 rep097 reltime 9.008325600000006
scenario2 rep098 reltime 4.837983100000002
scenario2 rep099 reltime 8.688308400000011
scenario2 rep100 reltime 13.499995999999996
scenario3 rep001 reltime 4.54371789999999
scenario3 rep002 reltime 13.499995999999996
scenario3 rep003 reltime 13.499995999999996
scenario3 rep004 reltime 4.9760788000000105
scenario3 rep005 reltime 9.473622500000005
scenario3 rep006 reltime 13.499995999999996
scenario3 rep007 reltime 13.499995999999996
scenario3 rep008 reltime 11.442437799999993
scenario3 rep009 reltime 9.5760377
scenario3 rep010 reltime 13.499995999999996
scenario3 rep011 reltime 9.356967099999991
scenario3 rep012 reltime 4.1133629999999926
scenario3 rep013 reltime 13.499995999999996
scenario3 rep014 reltime 9.318851499999994
scenario3 rep015 reltime 13.499995999999996
scenario3 rep016 reltime 13.499995999999996
scenario3 rep017 reltime 9.5792687
scenario3 rep018 reltime 9.6760472
scenario3 rep019 reltime 9.249976800000013
scenario3 rep020 reltime 10.354081699999995
scenario3 rep021 reltime 0.9705594000000133
scenario3 rep022 reltime 2.3320621000000017
scenario3 rep023 reltime 13.499995999999996
scenario3 rep024 reltime 9.492011600000012
scenario3 rep025 reltime 8.322026399999999
scenario3 rep026 reltime 5.369550500000003
scenario3 rep027 reltime 9.913601999999997
scenario3 rep028 reltime 11.7365566
scenario3 rep029 reltime 1.0900198999999873
scenario3 rep030 reltime 5.346806299999997
scenario3 rep031 reltime 2.9308672999999885
scenario3 rep032 reltime 9.792117600000012
scenario3 rep033 reltime 12.739549999999994
scenario3 rep034 reltime 10.109173099999992
scenario3 rep035 reltime 9.634583800000001
scenario3 rep036 reltime 13.499995999999996
scenario3 rep037 reltime 4.850595199999987
scenario3 rep038 reltime 7.837467800000013
scenario3 rep039 reltime 7.619916100000012
scenario3 rep040 reltime 13.499995999999996
scenario3 rep041 reltime 13.499995999999996
scenario3 rep042 reltime 13.499995999999996
scenario3 rep043 reltime 12.372911099999996
scenario3 rep044 reltime 6.25330120000001
scenario3 rep045 reltime 9.399685199999993
scenario3 rep046 reltime -9.819282700000002
scenario3 rep047 reltime -1.0581405000000075
scenario3 rep048 reltime 9.873020999999994
scenario3 rep049 reltime 10.569281999999987
scenario3 rep050 reltime 5.84516210000001
scenario3 rep051 reltime 13.499995999999996
scenario3 rep052 reltime 9.705756400000013
scenario3 rep053 reltime 4.977256899999986
scenario3 rep054 reltime 0.12271469999998885
scenario3 rep055 reltime 10.64055909999999
scenario3 rep056 reltime 7.540582300000011
scenario3 rep057 reltime 13.499995999999996
scenario3 rep058 reltime 9.516023700000005
scenario3 rep059 reltime 4.810094300000003
scenario3 rep060 reltime 0.027914100000003828
scenario3 rep061 reltime 6.704119800000001
scenario3 rep062 reltime 13.499995999999996
scenario3 rep063 reltime 8.9607302
scenario3 rep064 reltime 13.499995999999996
scenario3 rep065 reltime 10.101683400000013
scenario3 rep066 reltime 8.86244289999999
scenario3 rep067 reltime 13.499995999999996
scenario3 rep068 reltime 4.6662833000000035
scenario3 rep069 reltime 8.188664100000011
scenario3 rep070 reltime 9.728285699999986
scenario3 rep071 reltime 12.157957600000003
scenario3 rep072 reltime 13.499995999999996
scenario3 rep073 reltime 4.0071014000000105
scenario3 rep074 reltime -0.5688878999999929
scenario3 rep075 reltime 10.362776300000007
scenario3 rep076 reltime 12.493484499999994
scenario3 rep077 reltime 13.499995999999996
scenario3 rep078 reltime 8.197910799999988
scenario3 rep079 reltime 11.581864700000011
scenario3 rep080 reltime 10.264092299999987
scenario3 rep081 reltime 13.499995999999996
scenario3 rep082 reltime 10.21188570000001
scenario3 rep083 reltime 4.309795900000012
scenario3 rep084 reltime 13.499995999999996
scenario3 rep085 reltime 4.240204299999988
scenario3 rep086 reltime 13.499995999999996
scenario3 rep087 reltime 8.55465509999999
scenario3 rep088 reltime 10.454158299999989
scenario3 rep089 reltime 4.529355500000008
scenario3 rep090 reltime 13.499995999999996
scenario3 rep091 reltime 7.636285700000002
scenario3 rep092 reltime 13.499995999999996
scenario3 rep093 reltime 13.499995999999996
scenario3 rep094 reltime 8.574145700000003
scenario3 rep095 reltime 5.421381999999994
scenario3 rep096 reltime 13.499995999999996
scenario3 rep097 reltime 13.499995999999996
scenario3 rep098 reltime 11.077938700000004
scenario3 rep099 reltime 0.36868839999999636
scenario3 rep100 reltime 7.165077499999995
scenario4 rep001 reltime 2.514700199999993
scenario4 rep002 reltime 13.499995999999996
scenario4 rep003 reltime 10.195052400000009
scenario4 rep004 reltime 3.6440000000000055
scenario4 rep005 reltime 6.389131399999997
scenario4 rep006 reltime 9.067957799999988
scenario4 rep007 reltime 10.138237800000013
scenario4 rep008 reltime -3.091099100000008
scenario4 rep009 reltime 6.456451499999986
scenario4 rep010 reltime 5.9994245000000035
scenario4 rep011 reltime 3.601851399999987
scenario4 rep012 reltime 5.283525099999991
scenario4 rep013 reltime 6.526071900000005
scenario4 rep014 reltime 10.40848170000001
scenario4 rep015 reltime 2.4814542000000017
scenario4 rep016 reltime 6.954114699999991
scenario4 rep017 reltime 8.038362199999995
scenario4 rep018 reltime 9.150723900000003
scenario4 rep019 reltime 13.499995999999996
scenario4 rep020 reltime 1.979962300000011
scenario4 rep021 reltime 12.245542099999994
scenario4 rep022 reltime 4.988618599999995
scenario4 rep023 reltime 4.264841399999995
scenario4 rep024 reltime 6.186932799999994
scenario4 rep025 reltime 7.379528999999991
scenario4 rep026 reltime 7.334162499999991
scenario4 rep027 reltime 10.761381199999988
scenario4 rep028 reltime 8.793347100000005
scenario4 rep029 reltime 13.499995999999996
scenario4 rep030 reltime 5.861137200000002
scenario4 rep031 reltime 4.6774315000000115
scenario4 rep032 reltime 13.499995999999996
scenario4 rep033 reltime 9.439686300000005
scenario4 rep034 reltime 0.5058381000000054
scenario4 rep035 reltime 7.5051474999999925
scenario4 rep036 reltime 4.275895100000014
scenario4 rep037 reltime 9.753822100000008
scenario4 rep038 reltime 7.278793799999988
scenario4 rep039 reltime 8.881904399999996
scenario4 rep040 reltime 13.499995999999996
scenario4 rep041 reltime 10.684625399999987
scenario4 rep042 reltime 7.704096099999987
scenario4 rep043 reltime 8.143384700000013
scenario4 rep044 reltime 10.472081800000012
scenario4 rep045 reltime 10.393679899999995
scenario4 rep046 reltime 11.652269200000006
scenario4 rep047 reltime 7.931972999999999
scenario4 rep048 reltime 13.499995999999996
scenario4 rep049 reltime 13.499995999999996
scenario4 rep050 reltime 11.595546899999988
scenario4 rep051 reltime 6.198391200000003
scenario4 rep052 reltime 11.696637299999992
scenario4 rep053 reltime 8.687867899999986
scenario4 rep054 reltime 8.641208799999987
scenario4 rep055 reltime 0.6781947000000059
scenario4 rep056 reltime 4.593056499999989
scenario4 rep057 reltime 8.506488899999994
scenario4 rep058 reltime 4.716501899999997
scenario4 rep059 reltime 9.469484499999993
scenario4 rep060 reltime 8.199655699999994
scenario4 rep061 reltime -0.28000769999999875
scenario4 rep062 reltime 10.204198100000013
scenario4 rep063 reltime 5.827871299999998
scenario4 rep064 reltime 13.499995999999996
scenario4 rep065 reltime 1.9029098999999974
scenario4 rep066 reltime 10.703020600000002
scenario4 rep067 reltime 6.637176699999998
scenario4 rep068 reltime 4.357750699999997
scenario4 rep069 reltime 8.4720413
scenario4 rep070 reltime 10.501327199999992
scenario4 rep071 reltime 5.790768299999996
scenario4 rep072 reltime 8.126954399999988
scenario4 rep073 reltime 13.499995999999996
scenario4 rep074 reltime 5.572910100000001
scenario4 rep075 reltime 9.88573869999999
scenario4 rep076 reltime 3.013916800000004
scenario4 rep077 reltime 13.499995999999996
